id,revenue
3189,94027532.51616703
3190,30579976.065627467
3191,55817572.93216036
3192,13938615.711614305
3193,359328944.5022117
3194,88753433.57010803
3195,1758418.1041821255
3196,21441457.77885528
3197,41430817.781745054
3198,127344235.05111115
3199,336911906.34482974
3200,34209354.558399044
3201,24349128.4790781
3202,15893866.79531221
3203,1899307.934896722
3204,8593079.062459286
3205,15701367.153231934
3206,37441963.33343207
3207,79176794.81214896
3208,33880249.100757524
3209,11813215.195915038
3210,443803024.859616
3211,3028078.3802579576
3212,74345943.5815247
3213,111748641.4611702
3214,19645097.09572153
3215,14590306.987364283
3216,38219101.7860649
3217,406209567.86814153
3218,18574824.144264035
3219,11224830.872958846
3220,255924216.3131114
3221,20590739.547215056
3222,9956738.313093318
3223,32627854.684511166
3224,10093542.50579298
3225,19168784.2824141
3226,29260779.622338433
3227,91763079.38951543
3228,133917237.11329548
3229,172980250.09572643
3230,52512831.76363599
3231,55553882.6884415
3232,60662525.1155955
3233,18031405.669523098
3234,20301074.704120263
3235,30759752.553384267
3236,5084021.199078913
3237,62955291.19784404
3238,25502551.434600137
3239,6107688.800964909
3240,374711701.4253474
3241,6634352.597158577
3242,16924677.265688986
3243,9700982.61686648
3244,5155645.446345951
3245,21394032.128065042
3246,47253700.28233191
3247,50796992.74435787
3248,76868835.16481696
3249,45015138.42185545
3250,379250250.5905824
3251,4500139.214030593
3252,32969748.402835436
3253,75287507.5858328
3254,4072223.804151819
3255,1575165.462548163
3256,80497455.46404266
3257,60453103.559570156
3258,27073927.41325348
3259,77676143.6023667
3260,7737205.171096064
3261,547376153.1145117
3262,49728367.902355544
3263,1786585.7972060938
3264,7157415.143018387
3265,1583583.5138502463
3266,2745212.410379136
3267,67458920.21771614
3268,1815395.8113710154
3269,72836031.64606625
3270,80182956.63991973
3271,21758203.108484115
3272,33631059.22691281
3273,40805611.747852586
3274,449010125.9686166
3275,36084144.2751043
3276,11200103.43347454
3277,21075848.300029203
3278,94510241.49781327
3279,29270813.299474835
3280,315172317.30453193
3281,2002612.811936107
3282,5779739.9998573
3283,451340185.3224961
3284,64006580.38357042
3285,82543689.05461493
3286,8249858.920248672
3287,21454469.75978459
3288,51882161.97925882
3289,81743456.69819206
3290,126101975.1345706
3291,60467983.77137999
3292,357246668.2358719
3293,114137264.54707511
3294,43449811.41265359
3295,17342821.76599284
3296,9202352.943975063
3297,18968825.66752309
3298,86628736.30197361
3299,7273689.915802645
3300,53724374.14272101
3301,3168345.80080094
3302,25631658.425626177
3303,19341561.42100898
3304,24677346.060999423
3305,56378662.45785089
3306,4301407.011176965
3307,81738628.9525703
3308,18588801.712082997
3309,10289486.120734055
3310,22383229.955188025
3311,9821787.08043592
3312,23668453.70507947
3313,81430970.58097005
3314,34248800.78973214
3315,116133594.45397727
3316,44010656.45608061
3317,20436623.79231207
3318,6799305.4812387135
3319,6213823.365909114
3320,40439928.43405478
3321,12380551.133329472
3322,8171199.907379669
3323,172710591.58065814
3324,15036552.589123374
3325,95872364.5193815
3326,214724047.745617
3327,96363099.4031085
3328,34771622.30198475
3329,25220429.755128168
3330,147010360.6818344
3331,19263049.540107854
3332,71571700.74145928
3333,161552751.10071117
3334,17655642.59891158
3335,63232227.40397706
3336,37312409.2110049
3337,1813272.0774058797
3338,35592992.005726084
3339,11344944.241725909
3340,125258484.89559503
3341,29019579.911474265
3342,69151330.43024705
3343,82601158.04525055
3344,5029234.802098253
3345,20088802.337096605
3346,61654142.73908713
3347,4222634.237680692
3348,46228754.26148398
3349,138791880.27905345
3350,171081588.89435706
3351,86943191.15763111
3352,17235672.626080245
3353,97904036.37166753
3354,28036691.334530283
3355,6873390.1208149735
3356,46952697.899237335
3357,14839643.239165332
3358,19898888.626462873
3359,62988728.84382425
3360,18336937.95791947
3361,217179475.2555061
3362,27190116.70822038
3363,42352885.51109258
3364,38031730.50412678
3365,3423824.611553777
3366,74085291.63829684
3367,173280864.35795504
3368,1583583.5138502463
3369,84179075.56058145
3370,75695953.60458308
3371,83376603.45988673
3372,54778111.84551195
3373,70955287.8688483
3374,20269261.327493913
3375,92429965.52093911
3376,44858838.07329163
3377,19953274.515776105
3378,27149211.323575933
3379,281597457.7139605
3380,58373556.36955565
3381,19988031.334559515
3382,6411653.8197005475
3383,14161890.418139283
3384,71571776.6830177
3385,126591738.54353896
3386,17316092.31809706
3387,16952092.87559817
3388,177613630.252415
3389,945443308.248024
3390,17210925.672094513
3391,20978950.04859223
3392,19567110.20253019
3393,29483693.919549484
3394,197558913.23122305
3395,108920967.25789478
3396,19700749.249800082
3397,2383866.9597755102
3398,378950605.2072941
3399,82722767.5333894
3400,19055155.067150675
3401,5387790.856509929
3402,4266616.232050399
3403,147625948.59179074
3404,27654221.354340125
3405,50155367.40725396
3406,169933364.83182353
3407,227154502.58948678
3408,62265039.69112434
3409,19226632.796844117
3410,47509182.25788876
3411,76787618.52243882
3412,35543249.24945648
3413,47860657.17550001
3414,3030642.803002023
3415,27595328.890307963
3416,90191170.55326985
3417,73423955.24947374
3418,71536905.35226159
3419,306855669.2279663
3420,15861299.335175563
3421,36696955.26034446
3422,16625094.970190212
3423,461975405.71278876
3424,3895609.4889486902
3425,6272950.80144474
3426,25547907.573473845
3427,43183814.381041035
3428,7334077.848571034
3429,50436683.08882807
3430,835576857.8944848
3431,5268552.84638826
3432,34314098.00069975
3433,30786934.81093542
3434,19531749.960376687
3435,349512369.2625271
3436,164002489.3136428
3437,15669350.561466936
3438,22273138.67992672
3439,112305879.29442807
3440,76528671.32145284
3441,119523400.82676217
3442,7307081.367158952
3443,13340644.707812035
3444,3820457.1533943685
3445,80358261.7736772
3446,2656637.171321069
3447,19814553.95401738
3448,63574321.99617131
3449,27754998.381266277
3450,106698032.94647078
3451,75984791.4149086
3452,60322923.26826863
3453,72924211.81377575
3454,29972858.956053663
3455,15651394.520788679
3456,119625281.085164
3457,25283715.6485944
3458,25992458.456244577
3459,804550891.8373356
3460,95398559.90099052
3461,27602826.365725033
3462,40394701.15837683
3463,63086312.72632464
3464,6088733.688717964
3465,59033212.6619548
3466,90753035.88322112
3467,15535844.913627127
3468,87237448.28769232
3469,22285337.831441797
3470,2345180.9341525706
3471,55434061.38619222
3472,3948658.1929587335
3473,85497611.40659097
3474,78160597.15801147
3475,275734226.42995083
3476,4649534.681222401
3477,79215939.73177865
3478,6560274.395384317
3479,230910220.4335487
3480,33381902.04384278
3481,4699467.776716268
3482,6587204.154313339
3483,7404446.82181818
3484,8211886.339222601
3485,92880041.46563257
3486,159505966.25293356
3487,77811733.44773391
3488,104113136.79010275
3489,11188357.110224137
3490,65795694.90339472
3491,40174908.805788614
3492,19445208.693290543
3493,68475654.7233235
3494,23913141.638217513
3495,66717679.99129103
3496,8720002.650391214
3497,115585830.36858642
3498,15406453.792727744
3499,28402621.438600123
3500,7096996.233261679
3501,143297417.35384294
3502,86283985.8588249
3503,58536891.069585845
3504,84873226.08553647
3505,21593989.248774506
3506,94461672.87566313
3507,267369666.2413233
3508,17806268.38404985
3509,19869053.518188514
3510,62870505.102877714
3511,46550836.163481176
3512,150903223.36130685
3513,28344940.202368826
3514,51933366.784022525
3515,11406627.867823998
3516,21386584.679173432
3517,717056529.8565342
3518,68058390.12264308
3519,29818801.623701345
3520,3010139.350540537
3521,4824498.029816329
3522,20298336.037135847
3523,31982234.535306823
3524,83618052.74461842
3525,192472036.31298926
3526,47011452.76701839
3527,30604706.491408564
3528,19190005.0258049
3529,636542717.9643334
3530,60155489.79558989
3531,74934408.63784915
3532,77984607.91158034
3533,64767922.82577433
3534,35251038.57300742
3535,195424431.78798294
3536,40333966.81511873
3537,94393075.27724525
3538,64668817.143946804
3539,78423856.43193059
3540,53539390.20840836
3541,31240139.99186612
3542,41690725.48728609
3543,2822960.405668025
3544,42345736.32869597
3545,5875955.654806228
3546,20279008.14103429
3547,202448076.6056842
3548,470751615.8315137
3549,5526810.215033692
3550,491007860.25285053
3551,145928861.45235655
3552,71373807.21198377
3553,97744537.53895667
3554,147998261.3084397
3555,139835804.6630565
3556,107601993.58978562
3557,37923517.31710212
3558,138226077.77081764
3559,93652584.9550353
3560,16367293.192924688
3561,84173995.88318847
3562,43074518.6359426
3563,19531472.139033344
3564,8711581.681994997
3565,13556568.550084472
3566,52471942.825845435
3567,34215452.57400027
3568,5312879.784626944
3569,140548337.90675822
3570,10019920.47647375
3571,66673549.618710145
3572,171508764.81418803
3573,11321924.999218274
3574,33322182.11086315
3575,38204234.34047882
3576,40473442.832343586
3577,14209794.590751922
3578,77365633.86753547
3579,55092372.860577285
3580,26413889.658632573
3581,55119732.53053101
3582,94833484.02565496
3583,3114735.5853323997
3584,37084901.29882866
3585,81333588.53084646
3586,48125013.24514459
3587,19986182.397292327
3588,14610447.933025697
3589,28390642.39032051
3590,35548264.83820571
3591,374211227.98810565
3592,7167044.90537099
3593,9982714.648239482
3594,16547209.384804513
3595,37143009.66537501
3596,45518840.68152214
3597,12119107.316018255
3598,101129794.50690192
3599,35836076.648246884
3600,12535582.817775553
3601,3615595.889089932
3602,6400581.1507883575
3603,33907263.63335867
3604,6723272.954054885
3605,53089140.58983423
3606,21470034.743882306
3607,71392959.9113321
3608,158676304.53776783
3609,5954071.58680019
3610,52341041.48966143
3611,1514644.7956760277
3612,26805595.023319043
3613,25344529.687937014
3614,74099050.69494098
3615,66974017.83181894
3616,28570188.641669802
3617,28529324.979762346
3618,84101948.89732184
3619,1745725.7440013767
3620,79333946.5514635
3621,442404384.16084623
3622,357262417.66641426
3623,123093968.25261614
3624,4187805.379162521
3625,4729532.028129188
3626,58668468.419379294
3627,63194134.61444317
3628,555523107.5887846
3629,26164039.86736257
3630,3078169.773278604
3631,133938628.39911874
3632,30725986.07617547
3633,69121682.49386922
3634,4774947.864974681
3635,13581194.617763072
3636,43488544.43416153
3637,7242548.402032351
3638,38522014.10038794
3639,109056429.27530865
3640,553435766.5224527
3641,26981209.33850255
3642,19336311.05495008
3643,31850217.265509505
3644,40496524.39877837
3645,45234948.692295775
3646,48960142.45236136
3647,64286847.24141912
3648,15753807.3333279
3649,26834886.074026193
3650,58093304.19217374
3651,423180122.1700135
3652,20252347.12090492
3653,185796191.6568366
3654,24507763.045647535
3655,47389701.53799944
3656,23378043.269832715
3657,6594246.393745059
3658,4877064.68658187
3659,73524370.82142456
3660,362243381.12486225
3661,42009133.95045193
3662,37680553.57380473
3663,400401445.93345344
3664,1815395.8113710154
3665,11109842.832944553
3666,16252677.580914194
3667,84661007.03195842
3668,64594895.55547126
3669,11094727.600359093
3670,71030507.60203649
3671,21024805.605023094
3672,17391954.478007127
3673,159576097.89426082
3674,40231945.43463373
3675,417563730.30464876
3676,76020907.8668957
3677,22425865.475536816
3678,49440157.11135669
3679,61893519.71249459
3680,20364119.52362901
3681,16958762.948084164
3682,215050457.06793183
3683,5033379.883163622
3684,76202929.48165777
3685,172511761.17004827
3686,19356193.169741556
3687,147487055.63541862
3688,5896975.082872273
3689,15158817.201784873
3690,82505296.05181335
3691,19883930.90658605
3692,4019211.3864816376
3693,136533470.03690135
3694,117305961.99718297
3695,83310889.54826307
3696,28779237.511920847
3697,68253812.14157476
3698,80488957.64408335
3699,22565972.0780138
3700,5490588.610905699
3701,70127238.1268898
3702,2055663.45667435
3703,109911831.91350201
3704,61580405.713305615
3705,17132995.520844042
3706,63777106.351720534
3707,6217634.97061671
3708,27794131.26275344
3709,426296661.0056364
3710,25287173.37914898
3711,3442161.059612783
3712,44299573.190793
3713,56485174.38248374
3714,6696867.082116388
3715,52065938.035897076
3716,16433072.612539712
3717,2115158.3297707695
3718,5006352.282167507
3719,72570882.59916355
3720,10106504.663193425
3721,3123111.121019448
3722,79712322.59589735
3723,17609251.735677186
3724,36436897.49369126
3725,20916742.88698535
3726,19265097.504405417
3727,97129040.43539193
3728,118119456.24774536
3729,22232482.211781498
3730,75417641.9190169
3731,147459964.19289201
3732,4496769.675680402
3733,177127006.24548393
3734,402286586.59383214
3735,41752764.61081827
3736,47680594.11617628
3737,15493915.131386047
3738,1836141.1483773075
3739,24175949.645928293
3740,27636509.34285111
3741,18145945.261662677
3742,82793438.32591932
3743,33879744.70546586
3744,128162078.9890165
3745,81551361.0222647
3746,156683629.738872
3747,4459367.492581261
3748,37458646.2807606
3749,9771556.032846214
3750,7613332.163269358
3751,39787099.36971129
3752,7294304.319891976
3753,27504463.147649825
3754,62223006.70440451
3755,82272431.62759867
3756,30465059.972270735
3757,370491694.46476394
3758,157732455.14470655
3759,6599155.503274289
3760,148562165.87595147
3761,59903453.358836874
3762,293839870.38796717
3763,19927811.321154106
3764,53611022.98162637
3765,11148164.781669725
3766,38593322.49018034
3767,22623886.768885523
3768,22103734.536915734
3769,3439405.669502723
3770,22435891.115062106
3771,72488733.58458556
3772,21254152.791757293
3773,75882801.994481
3774,20230106.649940483
3775,208602470.71468014
3776,88743789.35685287
3777,8310272.296860522
3778,2808814.925863046
3779,21578857.845846593
3780,15777769.05779242
3781,44924815.12981528
3782,7346031.096555431
3783,50123635.37828173
3784,10843123.708925745
3785,320392975.0394554
3786,37849854.90919238
3787,242215077.03657317
3788,567786566.8973783
3789,20853835.90592677
3790,6298416.987980864
3791,32290561.102119118
3792,2464039.2067486052
3793,18730309.844199505
3794,12142250.612758147
3795,587269588.392397
3796,42998514.00462628
3797,43513751.52353379
3798,49330595.06666779
3799,19587997.35960018
3800,3559427.371624486
3801,74822195.77510925
3802,8770786.111196663
3803,16494069.826777369
3804,3439992.67341543
3805,2143547.4852558807
3806,91995005.29311474
3807,11451057.406042214
3808,6697525.078732403
3809,48501848.56473954
3810,27129191.012320183
3811,20399728.714637462
3812,19050144.426428176
3813,5234958.1881326055
3814,17161126.345244095
3815,117916176.79749434
3816,83113796.58926295
3817,138128373.04492065
3818,80271232.88844232
3819,60743649.81942624
3820,125575529.72298913
3821,109188290.91749449
3822,21452639.238783315
3823,15172939.49517553
3824,12223935.893031532
3825,21382888.70436864
3826,94467269.88238098
3827,72702329.8131329
3828,32504641.022593718
3829,1481942.8414037735
3830,67539404.3748649
3831,1816138.101938698
3832,180811969.75145414
3833,40010123.27725811
3834,25875928.555314455
3835,6536965.473407788
3836,10369423.128729586
3837,48354557.64358481
3838,93573352.80772552
3839,20203955.044153366
3840,41424603.72722771
3841,20498803.53912166
3842,21543451.760090023
3843,65828338.34764049
3844,6562492.001480199
3845,2662628.142640633
3846,6233005.94024167
3847,8431998.975613683
3848,24802255.188603017
3849,109986379.7040118
3850,55698837.30226489
3851,77874546.46528247
3852,16104653.020868983
3853,84584303.83798012
3854,3249681.4529677243
3855,7662732.198023031
3856,27015953.03914376
3857,808723522.8925931
3858,2657146.301242852
3859,23466885.74981052
3860,56356527.3659191
3861,61354070.058251366
3862,22137661.938290827
3863,114979973.14210364
3864,104807771.58660898
3865,108714477.53105827
3866,17232711.91128936
3867,86539490.20836923
3868,25406646.21655172
3869,93414173.41091253
3870,113615112.2613635
3871,724853050.6148286
3872,28996898.63826093
3873,70753217.31830855
3874,13353970.53072393
3875,108987412.6336635
3876,3147510.785113789
3877,78822358.60566145
3878,139474423.30320877
3879,440949557.87165415
3880,18076634.193188775
3881,1457795.017481353
3882,6587080.092929015
3883,3721365.741197304
3884,197391283.0703118
3885,38970837.755088516
3886,60404119.842375144
3887,31864508.63794259
3888,17907651.847068448
3889,99923494.89861588
3890,107578509.16202278
3891,6278120.942581843
3892,36568357.97195066
3893,451341219.98175323
3894,119331816.6595418
3895,60985246.055896536
3896,62789622.96891304
3897,7805509.486625631
3898,45839377.47231464
3899,744772219.1408764
3900,54580004.51627596
3901,7595359.4516467955
3902,1640538.236321453
3903,24614541.816630516
3904,19685071.30785966
3905,43476968.31199575
3906,99041253.39872482
3907,16560780.020424038
3908,16390842.83373319
3909,3935133.540380153
3910,34722336.83097815
3911,2340260.1480151573
3912,20505129.307669044
3913,78579247.33707747
3914,36578634.599837326
3915,200026826.56994396
3916,2808499.525341957
3917,20604445.93348508
3918,12398472.259004025
3919,89576864.53621572
3920,38124662.62446151
3921,6455014.409956358
3922,18363296.275176506
3923,59196692.553210095
3924,53077214.68497625
3925,217492960.32449824
3926,9675305.701329872
3927,93859037.04571226
3928,98943002.15516308
3929,54957285.92235146
3930,6448492.5784848295
3931,38944168.793182984
3932,32328995.73956886
3933,44927422.21747469
3934,82247306.10358861
3935,1509564.7671445054
3936,7732802.4127043765
3937,247067968.7065639
3938,9843322.490444
3939,45798675.9637195
3940,8291090.824326858
3941,42778384.995894596
3942,240942107.05027658
3943,944185435.4016905
3944,18567881.16364208
3945,81186945.16208103
3946,4945838.600698891
3947,64868735.3950536
3948,18410360.611524053
3949,20269681.815237135
3950,20307608.71618657
3951,18768196.02459706
3952,75712351.75273708
3953,60505136.54489025
3954,457301427.5292717
3955,28406603.40048797
3956,80298894.03381157
3957,34524887.783601604
3958,18908600.158939984
3959,15751382.091371423
3960,6912373.403497378
3961,72787498.49762824
3962,32328995.73956886
3963,48201520.502178095
3964,772424368.3282244
3965,147325832.87199575
3966,78541930.23555039
3967,436901515.7120368
3968,71339347.34876359
3969,10866694.18598072
3970,29941463.110385388
3971,30700813.090591896
3972,31016637.71432172
3973,81626523.91307679
3974,2420808.684678808
3975,151215049.57071623
3976,76261322.6932936
3977,109294822.29893728
3978,156565410.80324942
3979,10479080.905802384
3980,12348112.88335051
3981,6044056.578437139
3982,18972329.248641033
3983,37318148.36019348
3984,311141322.5411723
3985,20669644.092569288
3986,1027770538.6049776
3987,48766738.612642586
3988,28656635.083062075
3989,59594798.14823016
3990,71891679.63878854
3991,6817588.81770177
3992,3380826.6958047734
3993,17363244.990744673
3994,64681132.95189407
3995,39359436.680673495
3996,57665225.62243918
3997,39858865.75570686
3998,74947587.28860942
3999,19218218.448401034
4000,67512617.41395813
4001,17911095.469158184
4002,186872868.38573796
4003,2889132.698729856
4004,94745912.01564124
4005,7052830.671066085
4006,65087662.40152733
4007,2458043.684885799
4008,21190097.918125004
4009,41763413.43017175
4010,7895423.626469525
4011,37760712.02503365
4012,180197694.66122735
4013,96231483.17410056
4014,9982714.648239482
4015,82776821.11299703
4016,53974726.43803378
4017,39139832.59991561
4018,111644370.4730157
4019,382473035.85053045
4020,17418947.3946757
4021,85970253.86852324
4022,21192083.757210087
4023,141592132.7526085
4024,23842374.272542305
4025,6512473.483507122
4026,79484533.28608963
4027,81693118.77914266
4028,10428818.964217037
4029,1541527.223316608
4030,38211784.20009977
4031,146085403.91039342
4032,5586997.701569537
4033,3646703.3505653045
4034,10836432.146087764
4035,126704056.54381041
4036,6374845.933355266
4037,31519737.403681926
4038,15686607.5704685
4039,20416967.96773551
4040,18627492.0467811
4041,15910433.28327305
4042,73046748.61430542
4043,12669882.635982716
4044,71036635.69853334
4045,166155562.75996503
4046,26432932.84160956
4047,455318161.1519858
4048,27180391.704931714
4049,1879041.9346043854
4050,10864263.879895808
4051,444059204.72858584
4052,40321983.46830948
4053,2943664.1018039403
4054,6666218.3982623285
4055,36314428.66411503
4056,47692613.28267325
4057,7402739.661004877
4058,54971197.30699496
4059,9291705.449281482
4060,83230433.94254425
4061,102007246.20364538
4062,64804828.10503115
4063,31061262.578342587
4064,348718436.88704324
4065,90428562.46490827
4066,20355240.507102836
4067,56879422.84502032
4068,24606724.739405997
4069,42292516.42150154
4070,39779447.44596203
4071,25938980.866649218
4072,20046167.38349796
4073,122082609.23249927
4074,12905553.463821294
4075,26984448.25230671
4076,56151803.454684556
4077,470441167.1606904
4078,11424276.889840297
4079,103748700.17101738
4080,6374845.933355266
4081,13368467.183945209
4082,296829446.24097264
4083,53954876.82191582
4084,2153159.902325197
4085,39128243.55102491
4086,124338638.78416257
4087,18170140.705694094
4088,56513292.5242722
4089,40569830.62194003
4090,6618648.7565912325
4091,123230526.48798175
4092,64495710.56612946
4093,64355369.1809331
4094,18797376.566408534
4095,187374432.30890885
4096,28335040.243071415
4097,62347058.06236056
4098,36568662.93023208
4099,6648299.473526235
4100,94814930.42341217
4101,43605793.34349717
4102,28913103.671130627
4103,78229769.87286963
4104,19713362.951142754
4105,1446531.3780535576
4106,10564148.680416614
4107,2850369.440658047
4108,42946097.97185253
4109,4915918.9650399145
4110,49382545.40978944
4111,7596729.679573749
4112,39800777.3482483
4113,12256445.730769591
4114,431377131.5434128
4115,15751626.084890556
4116,38295658.11781844
4117,15183501.596689463
4118,77675359.40144299
4119,43525572.51589117
4120,6438730.813555835
4121,12838272.091680989
4122,153670768.21094552
4123,6806316.423737879
4124,65601827.26682129
4125,40073288.356653765
4126,17167232.095625855
4127,5361402.600310582
4128,18498792.3909841
4129,4420648.189643606
4130,20477968.184795015
4131,154903525.60605118
4132,99889290.69340722
4133,45103737.51363393
4134,24079206.32991485
4135,33194191.624066345
4136,566880637.1093667
4137,10984306.272729646
4138,67643870.99271694
4139,14154553.061503103
4140,9812651.878861075
4141,19826817.392739125
4142,75410151.59004346
4143,56514739.93818639
4144,4432498.701812285
4145,59399493.02442638
4146,17282051.733154677
4147,6059064.280796792
4148,58988804.23693152
4149,16102294.694420988
4150,6330651.504741305
4151,7393574.533909172
4152,58640624.41164061
4153,46816838.76123363
4154,11787519.308239544
4155,44053392.87616421
4156,30499206.36337685
4157,15809495.221744174
4158,36187071.02545081
4159,83702359.46646354
4160,486141474.7554018
4161,24105123.821454875
4162,49283573.04850565
4163,91650847.40355726
4164,39134198.22063785
4165,14364829.180557916
4166,19614142.209326677
4167,82513479.61605053
4168,21326081.9033716
4169,4061384.151290649
4170,20244824.607924156
4171,162743341.1833207
4172,80364388.30292441
4173,30866511.66900342
4174,21158106.931355014
4175,15808228.904092675
4176,34635907.824965775
4177,1537829.0090008185
4178,465711041.32549417
4179,20231477.518488873
4180,112564835.8897459
4181,65315189.797358036
4182,17321282.54419931
4183,86415616.74296568
4184,46056564.080408774
4185,12997701.826561702
4186,22794250.334300876
4187,37292239.2353378
4188,34079556.85471572
4189,4420922.708214678
4190,1481942.8414037735
4191,6477916.842440794
4192,1463544.3858895088
4193,317475302.5201367
4194,115493751.37222326
4195,34570541.84242263
4196,28969301.173822224
4197,41065613.38397738
4198,7209749.676788209
4199,11327959.067687655
4200,69475984.33388834
4201,98695490.94138563
4202,77609517.47113515
4203,35214783.814893775
4204,100997519.62515882
4205,12045619.661150279
4206,67639440.4652392
4207,448041311.89539325
4208,609338448.4514784
4209,65258615.0461277
4210,72940128.80453257
4211,48464534.62231819
4212,590725608.614603
4213,11002991.675087754
4214,37067025.085147545
4215,19342856.1257414
4216,7060647.3903923705
4217,17641376.325288165
4218,55619950.312189296
4219,32147934.72929273
4220,45067523.08571118
4221,2734916.4638734846
4222,13856181.513663018
4223,71599911.96859437
4224,18476956.311558083
4225,47166428.7088279
4226,36913107.12892923
4227,25938099.705780685
4228,2941394.4864042467
4229,72186934.97618084
4230,41180429.93981992
4231,11712401.782660978
4232,20606472.42021798
4233,64663861.32090795
4234,66797651.119157985
4235,22140691.443275265
4236,15777769.05779242
4237,15178106.918557573
4238,65888179.917473935
4239,174061760.36504006
4240,408682121.5593155
4241,120234599.98254018
4242,19197049.3408648
4243,3998069.511653298
4244,74905350.44937989
4245,13760867.900972512
4246,17718155.602164768
4247,76781609.81294587
4248,28182318.82748893
4249,36028992.564487495
4250,57513629.07752083
4251,4950379.200058522
4252,110125365.93652205
4253,152697653.37603945
4254,62893414.486331165
4255,56750549.985334195
4256,360350805.8084816
4257,141380728.64833573
4258,43738648.62288968
4259,7310427.772412161
4260,146860500.40277362
4261,38334112.255379386
4262,7401442.781643199
4263,8727371.69176906
4264,474614667.6650728
4265,19591497.01474981
4266,24744186.280714743
4267,41886722.15469152
